"Mars Year","Mission subphase","Sol","Ls","Centroid longitude","Centroid latitude","Area (square km)","Member ID","Sequence ID","Maximum latitude","Minimum latitude","Confidence interval","Missing data"
"      31","D14","      24","      355.800","      94.5500","      53.6500","       100254.24","D14_020","","      60.0500","      46.5500","      75","no"
"      31","D14","      24","      355.800","     -120.950","     -68.0500","       25891.080","D14_041","","     -66.0500","     -69.8500","      75","no"
"      31","D14","      24","      355.800","     -91.5500","     -59.7500","       139002.02","D14_049","","     -56.0500","     -63.0500","      50","no"
"      31","D14","      25","      356.200","      113.650","      52.0500","       66275.234","D14_020","","      56.6500","      47.6500","      50","no"
"      31","D14","      25","      356.200","     -84.8500","     -61.6500","       137973.34","D14_049","","     -58.9500","     -63.4500","      75","no"
"      31","D14","      27","      357.200","      177.550","      35.2500","       362308.62","D14_023","","      42.4500","      25.0500","     100","no"
"      31","D14","      27","      357.200","     -64.3500","      35.9500","       227838.50","D14_025","","      40.4500","      30.9500","      75","no"
"      31","D14","      27","      357.200","      12.0500","     -60.7500","       39163.387","D14_050","","     -58.3500","     -62.4500","      75","no"
"      31","D14","      28","      357.600","     -160.050","      41.2500","       564986.19","D14_023","","      48.7500","      33.4500","      75","no"
"      31","D14","      28","      357.600","      103.650","      51.7500","       38733.848","D14_024","","      54.9500","      48.6500","      75","no"
"      31","D14","      29","      358.100","     -125.750","     -73.9500","       153192.27","D14_051","","     -68.3500","     -77.6500","      75","no"
"      31","D14","      30","      358.600","     -78.5500","     -61.4500","       347001.81","D14_052","","     -54.9500","     -67.3500","      50","no"
"      31","D14","      30","      358.600","      14.4500","     -60.2500","       130608.11","D14_053","","     -56.2500","     -63.8500","      75","no"
"      31","D14","      31","      359.000","      13.7500","      52.7500","       88223.969","D14_025","","      55.0500","      49.8500","      75","no"
"      31","D14","      31","      359.000","     -97.6500","     -73.5500","       95128.156","D14_054","","     -68.3500","     -78.4500","      75","no"
"      31","D14","      32","      359.500","      48.7500","      53.1500","       625744.50","D14_025","","      60.2500","      45.7500","      75","no"
"      31","D14","      32","      359.500","     -91.1500","     -71.6500","       172966.02","D14_054","","     -64.9500","     -78.4500","      75","no"
"      31","D14","      32","      359.500","     -63.8500","     -63.0500","       192207.69","D14_055","","     -59.1500","     -67.8500","      50","no"
"      31","D14","      32","      359.500","     -119.050","     -74.3500","       134678.47","D14_056","","     -69.7500","     -79.0500","      50","no"
"      31","D14","      33","      0.00000","      97.6500","      51.0500","       1595710.1","D14_025","","      63.1500","      38.6500","      75","no"
"      31","D14","      33","      0.00000","     -68.6500","     -62.5500","       597532.56","D14_055","","     -53.9500","     -70.5500","      75","no"
"      31","D14","      33","      0.00000","      18.7500","     -69.1500","       65320.145","D14_057","","     -67.0500","     -71.7500","      75","no"
"      32","D15","       1","     0.500000","      147.750","      53.4500","       1481217.6","D15_106","","      68.1500","      33.6500","      75","no"
"      32","D15","       1","     0.500000","      20.3500","     -68.9500","       52793.598","D14_057","","     -65.8500","     -71.3500","      75","no"
"      32","D15","       1","     0.500000","     -32.7500","     -57.0500","       682553.44","D15_107","","     -49.7500","     -63.6500","      50","no"
"      32","D15","       1","     0.500000","     -12.3500","      56.8500","       303535.91","D15_001","","      64.1500","      48.2500","      50","no"
"      32","D15","       1","     0.500000","     -104.350","     -72.8500","       471678.16","D15_028","","     -65.2500","     -81.5500","      75","no"
"      32","D15","       2","     0.900000","     -166.850","      56.7500","       1297836.6","D15_106","","      74.5500","      45.5500","      50","no"
"      32","D15","       2","     0.900000","      26.7500","      48.6500","       165239.58","D15_001","","      52.7500","      43.6500","      50","no"
"      32","D15","       2","     0.900000","     -32.4500","      26.9500","       55254.375","D15_002","","      28.5500","      25.3500","      50","no"
"      32","D15","       2","     0.900000","      43.2500","      52.5500","       69535.508","D15_006","","      55.0500","      48.0500","      50","no"
"      32","D15","       2","     0.900000","     -87.2500","     -66.7500","       1090328.1","D15_028","","     -52.2500","     -81.1500","      75","no"
"      32","D15","       2","     0.900000","      162.750","     -68.3500","       47894.684","D15_031","","     -66.0500","     -70.1500","     100","no"
"      32","D15","       2","     0.900000","     -8.75000","     -53.7500","       530999.62","D15_107","","     -48.7500","     -58.4500","      50","no"
"      32","D15","       3","      1.40000","      104.950","      59.5500","       374598.66","D15_003","","      71.8500","      44.4500","      75","no"
"      32","D15","       3","      1.40000","     -73.2500","     -65.0500","       1374147.9","D15_028","","     -47.5500","     -79.4500","      75","no"
"      32","D15","       3","      1.40000","      19.4500","     -56.7500","       142593.53","D15_034","","     -50.2500","     -62.8500","      50","no"
"      32","D15","       4","      1.90000","      116.350","      53.4500","       656121.69","D15_003","","      60.2500","      44.0500","      50","no"
"      32","D15","       4","      1.90000","     -38.7500","     -61.0500","       1431308.1","D15_028","","     -51.0500","     -71.3500","      50","no"
"      32","D15","       4","      1.90000","     -99.3500","     -73.7500","       39541.680","D15_033","","     -71.8500","     -75.9500","      75","no"
"      32","D15","       5","      2.30000","      121.550","      45.1500","       3080724.0","D15_003","","      60.0500","      25.9500","      75","no"
"      32","D15","       5","      2.30000","     -28.8500","     -58.6500","       996005.06","D15_028","","     -52.2500","     -65.9500","      50","no"
"      32","D15","       5","      2.30000","     -85.4500","     -68.7500","       253688.31","D15_033","","     -61.6500","     -75.7500","      50","no"
"      32","D15","       6","      2.80000","      134.850","      45.9500","       4152369.0","D15_003","","      62.2500","      20.9500","      50","no"
"      32","D15","       6","      2.80000","     -179.950","      35.0500","       102329.32","D15_005","","      38.5500","      30.5500","      75","no"
"      32","D15","       6","      2.80000","     -95.2500","     -74.5500","       165535.95","D15_033","","     -66.2500","     -79.6500","      75","no"
"      32","D15","       6","      2.80000","     -18.0500","     -57.2500","       708410.19","D15_028","","     -51.8500","     -62.6500","      50","no"
"      32","D15","       7","      3.30000","      115.550","      19.1500","       806772.56","D15_003","","      23.5500","      15.1500","      50","no"
"      32","D15","       7","      3.30000","      35.4500","      50.3500","       16297.555","D15_012","","      51.4500","      49.2500","      75","no"
"      32","D15","       7","      3.30000","     -81.3500","     -72.3500","       321006.34","D15_033","","     -66.6500","     -79.2500","      75","no"
"      32","D15","       8","      3.70000","     -54.8500","      51.6500","       579817.44","D15_011","","      61.8500","      38.4500","      75","no"
"      32","D15","       8","      3.70000","     -83.4500","     -72.6500","       185784.98","D15_033","","     -68.9500","     -76.7500","      50","yes"
"      32","D15","       8","      3.70000","      29.6500","     -55.0500","       125095.73","D15_036","","     -51.6500","     -58.2500","      75","no"
"      32","D15","       8","      3.70000","      11.1500","     -61.3500","       55922.715","D15_037","","     -58.7500","     -63.4500","     100","no"
"      32","D15","       9","      4.20000","      174.650","      37.6500","       142953.12","D15_008","","      41.8500","      33.2500","     100","no"
"      32","D15","       9","      4.20000","     -25.8500","      50.3500","       383042.25","D15_011","","      60.4500","      40.7500","      50","yes"
"      32","D15","       9","      4.20000","      9.15001","      56.6500","       572993.19","D15_013","","      65.6500","      47.5500","      75","no"
"      32","D15","       9","      4.20000","     -68.3500","     -72.4500","       53014.555","D15_033","","     -69.7500","     -74.4500","      50","no"
"      32","D15","       9","      4.20000","     -39.2500","     -69.5500","       14309.596","D15_035","","     -67.9500","     -70.7500","     100","no"
"      32","D15","      10","      4.60000","      20.4500","      54.6500","       555913.94","D15_013","","      63.9500","      40.5500","      75","no"
"      32","D15","      10","      4.60000","      110.350","      56.1500","       1268941.9","D15_014","","      63.7500","      45.0500","      75","no"
"      32","D15","      10","      4.60000","     -63.9500","     -72.7500","       150161.52","D15_033","","     -62.9500","     -79.6500","      50","no"
"      32","D15","      11","      5.10000","      122.950","      54.3500","       1728924.1","D15_014","","      65.2500","      37.6500","      50","no"
"      32","D15","      11","      5.10000","      40.4500","      49.3500","       378158.00","D15_013","","      57.7500","      43.0500","      50","yes"
"      32","D15","      11","      5.10000","     -44.2500","     -68.2500","       11383.120","D15_039","","     -66.6500","     -69.2500","      50","no"
"      32","D15","      11","      5.10000","     -91.2500","     -40.0500","       12770.588","D15_040","","     -38.2500","     -41.1500","      50","no"
"      32","D15","      11","      5.10000","     -80.0500","     -64.6500","       19711.514","D15_041","","     -63.3500","     -66.1500","      50","no"
"      32","D15","      12","      5.60000","     -35.4500","     -65.1500","       40584.871","D15_039","","     -62.9500","     -66.9500","      75","no"
"      32","D15","      12","      5.60000","     -90.1500","     -39.8500","       24345.146","D15_040","","     -38.1500","     -41.3500","      50","no"
"      32","D15","      12","      5.60000","      93.6500","     -71.8500","       16236.863","D15_042","","     -70.4500","     -73.0500","      75","no"
"      32","D15","      14","      6.60000","     -47.3500","     -67.5500","       10028.319","D15_044","","     -66.4500","     -68.4500","      50","yes"
"      32","D15","      15","      6.90000","     -29.3500","      47.5500","       446235.91","D15_007","","      57.7500","      38.4500","      50","yes"
"      32","D15","      15","      6.90000","      67.0500","      57.9500","       1728640.1","D15_009","","      72.0500","      46.7500","      50","no"
"      32","D15","      15","      6.90000","     -71.3500","     -75.4500","       75391.078","D15_045","","     -70.6500","     -78.4500","      50","yes"
"      32","D15","      15","      6.90000","      109.950","     -65.7500","       224182.55","D15_047","","     -58.9500","     -70.5500","      75","no"
"      32","D15","      15","      6.90000","     -22.6500","     -66.4500","       321548.44","D15_044","","     -61.0500","     -71.1500","      50","yes"
"      32","D15","      16","      7.40000","      102.350","      57.0500","       849230.06","D15_009","","      64.7500","      48.4500","      50","no"
"      32","D15","      16","      7.40000","     -55.0500","     -71.4500","       183638.88","D15_046","","     -64.9500","     -76.7500","      50","yes"
"      32","D15","      16","      7.40000","     -2.75000","     -57.7500","       8069.0269","D15_038","","     -56.2500","     -58.8500","     100","no"
"      32","D15","      16","      7.40000","      2.65001","     -64.5500","       22308.221","D15_043","","     -63.1500","     -65.9500","      75","no"
"      32","D15","      16","      7.40000","      115.450","     -62.0500","       34291.066","D15_047","","     -60.4500","     -63.6500","      75","no"
"      32","D15","      16","      7.40000","      167.850","     -61.4500","       23652.951","D15_051","","     -59.7500","     -62.8500","      75","no"
"      32","D15","      16","      7.40000","     -149.750","     -71.3500","       111961.94","D15_052","","     -67.2500","     -75.7500","      75","no"
"      32","D15","      17","      7.90000","      123.950","      58.0500","       150127.41","D15_009","","      60.8500","      54.2500","      50","no"
"      32","D15","      17","      7.90000","     -14.9500","      37.0500","       132229.55","D15_010","","      39.5500","      33.8500","      75","no"
"      32","D15","      17","      7.90000","      22.2500","     -58.5500","       32310.584","D15_046","","     -57.0500","     -60.1500","      50","no"
"      32","D15","      17","      7.90000","      124.350","     -61.7500","       56232.082","D15_047","","     -58.9500","     -64.6500","      50","no"
"      32","D15","      17","      7.90000","      141.050","     -58.2500","       14480.542","D15_050","","     -57.0500","     -59.2500","      75","no"
"      32","D15","      17","      7.90000","     -110.950","     -69.2500","       140316.78","D15_054","","     -65.4500","     -72.6500","      75","no"
"      32","D15","      17","      7.90000","     -30.1500","     -71.8500","       10694.329","D15_059","","     -70.0500","     -73.6500","      75","no"
"      32","D15","      18","      8.30000","      50.6500","      53.5500","       383575.81","D15_015","","      61.6500","      43.4500","      75","no"
"      32","D15","      18","      8.30000","     -18.2500","      45.0500","       1413274.2","D15_016","","      56.4500","      31.3500","      75","no"
"      32","D15","      18","      8.30000","     -68.2500","     -64.4500","       20428.016","D15_055","","     -63.3500","     -65.9500","      75","no"
"      32","D15","      18","      8.30000","     -78.7500","     -63.6500","       2899.3484","D15_057","","     -62.7500","     -64.4500","     100","no"
"      32","D15","      18","      8.30000","     -134.650","     -57.9500","       20573.154","D15_058","","     -54.9500","     -60.5500","      75","no"
"      32","D15","      18","      8.30000","     -32.5500","     -72.3500","       222381.39","D15_059","","     -67.7500","     -76.9500","      75","no"
"      32","D15","      18","      8.30000","    -0.250000","     -69.5500","       9307.3008","D15_060","","     -68.5500","     -70.3500","      75","no"
"      32","D15","      19","      8.80000","      69.7500","      43.7500","       324304.62","D15_015","","      49.9500","      38.0500","      50","no"
"      32","D15","      19","      8.80000","     -10.6500","      48.5500","       659819.75","D15_016","","      60.2500","      40.3500","      50","no"
"      32","D15","      19","      8.80000","      140.250","      61.5500","       424943.81","D15_017","","      72.4500","      49.6500","      75","no"
"      32","D15","      19","      8.80000","     -128.950","     -54.0500","       25440.814","D15_058","","     -52.0500","     -56.1500","      50","no"
"      32","D15","      19","      8.80000","     -7.75000","     -69.9500","       334098.38","D15_059","","     -65.4500","     -73.6500","      75","no"
"      32","D15","      19","      8.80000","      64.7500","     -69.7500","       18569.219","D15_048","","     -68.1500","     -71.3500","     100","no"
"      32","D15","      19","      8.80000","      101.850","     -66.7500","       336212.31","D15_053","","     -58.9500","     -72.4500","      75","no"
"      32","D15","      19","      8.80000","      147.750","     -65.3500","       312370.72","D15_056","","     -54.7500","     -74.2500","      75","no"
"      32","D15","      20","      9.20000","      33.5500","      53.1500","       693035.00","D15_016","","      68.2500","      44.6500","      75","no"
"      32","D15","      20","      9.20000","      111.150","      54.4500","       1454537.4","D15_015","","      67.5500","      40.7500","      75","no"
"      32","D15","      20","      9.20000","      37.5500","     -68.5500","       989555.44","D15_048+059","","     -50.6500","     -76.9500","      75","yes"
"      32","D15","      20","      9.20000","      125.250","     -66.3500","       579862.06","D15_053","","     -56.8500","     -75.7500","      75","no"
"      32","D15","      20","      9.20000","      179.750","     -63.7500","       395905.19","D15_056","","     -54.9500","     -72.8500","      75","no"
"      32","D15","      20","      9.20000","      152.650","     -59.5500","       32966.527","D15_061","","     -56.4500","     -62.3500","      50","no"
"      32","D15","      20","      9.20000","     -17.2500","     -66.4500","       163071.66","D15_062","","     -62.2500","     -71.1500","      75","no"
"      32","D15","      20","      9.20000","     -96.1500","     -55.5500","       32005.488","D15_065","","     -53.5500","     -56.9500","      75","no"
"      32","D15","      21","      9.70000","      77.8500","      56.0500","       577653.50","D15_016","","      63.5500","      46.9500","      75","no"
"      32","D15","      21","      9.70000","      130.950","      57.3500","       2361641.0","D15_015","","      68.3500","      44.8500","      50","yes"
"      32","D15","      21","      9.70000","      52.8500","     -69.3500","       1099715.9","D15_048+059","","     -58.1500","     -77.3500","      50","yes"
"      32","D15","      21","      9.70000","     -174.150","     -68.3500","       251139.88","D15_056","","     -63.7500","     -72.3500","      75","no"
"      32","D15","      21","      9.70000","      159.150","     -62.4500","       95458.641","D15_061","","     -57.7500","     -66.3500","      75","no"
"      32","D15","      21","      9.70000","     -132.250","     -67.7500","       382100.00","D15_063","","     -56.8500","     -74.0500","      75","no"
"      32","D15","      21","      9.70000","     -66.1500","     -71.3500","       480416.22","D15_064","","     -62.7500","     -78.2500","      75","yes"
"      32","D15","      21","      9.70000","      35.1500","     -60.4500","       68432.188","D15_049","","     -57.5500","     -62.8500","      75","no"
"      32","D15","      21","      9.70000","      102.750","     -65.8500","       11540.837","D15_068","","     -64.5500","     -66.7500","      50","no"
"      32","D15","      22","      10.1000","      97.0500","     -70.8500","       458522.06","D15_048+059","","     -62.4500","     -76.7500","      50","yes"
"      32","D15","      22","      10.1000","     -168.550","     -63.4500","       351943.22","D15_056+061","","     -54.9500","     -71.9500","      75","no"
"      32","D15","      22","      10.1000","     -94.7500","     -66.2500","       684158.62","D15_063","","     -52.7500","     -76.1500","      75","no"
"      32","D15","      22","      10.1000","     -90.4500","     -39.8500","       1452.6132","D15_066","","     -39.4500","     -39.9500","      50","no"
"      32","D15","      22","      10.1000","     -40.4500","     -65.2500","       1243190.1","D15_064","","     -53.7500","     -75.1500","      75","yes"
"      32","D15","      23","      10.6000","     -128.650","     -63.9500","       427973.50","D15_056+061","","     -57.4500","     -69.4500","      75","no"
"      32","D15","      23","      10.6000","     -87.6500","     -45.2500","       133781.61","D15_066","","     -40.4500","     -48.6500","      50","no"
"      32","D15","      23","      10.6000","     -19.8500","     -69.7500","       592620.81","D15_064","","     -62.0500","     -76.5500","      75","no"
"      32","D15","      23","      10.6000","     -90.1500","     -60.2500","       737829.56","D15_063","","     -50.4500","     -69.6500","      50","no"
"      32","D15","      23","      10.6000","     -93.9500","     -71.7500","       40391.996","D15_069","","     -69.9500","     -73.2500","      75","no"
"      32","D15","      23","      10.6000","      4.65001","     -58.7500","       435975.47","D15_070","","     -53.9500","     -62.4500","      75","no"
"      32","D15","      23","      10.6000","      111.750","     -61.2500","       129313.62","D15_071","","     -57.4500","     -64.4500","      75","no"
"      32","D15","      23","      10.6000","      152.850","     -65.7500","       36530.715","D15_072","","     -63.9500","     -67.4500","      50","no"
"      32","D15","      23","      10.6000","      145.350","     -60.4500","       24378.549","D15_073","","     -59.1500","     -61.5500","      75","no"
"      32","D15","      23","      10.6000","      143.750","     -55.0500","       13179.939","D15_075","","     -53.9500","     -56.1500","      75","no"
"      32","D15","      24","      11.0000","     -134.050","      60.9500","       59787.438","D15_018","","      63.1500","      58.2500","      50","no"
"      32","D15","      24","      11.0000","      104.950","      54.5500","       413196.66","D15_019","","      66.4500","      40.1500","      75","no"
"      32","D15","      24","      11.0000","     -60.7500","      56.9500","       600011.75","D15_020","","      67.0500","      47.5500","      50","no"
"      32","D15","      24","      11.0000","     -39.7500","      26.2500","       188654.48","D15_022","","      30.2500","      22.6500","      75","no"
"      32","D15","      24","      11.0000","     -59.8500","      23.9500","       13555.371","D15_021","","      25.8500","      22.5500","      75","no"
"      32","D15","      24","      11.0000","     -175.850","     -64.9500","       153529.80","D15_067","","     -59.3500","     -69.4500","      75","no"
"      32","D15","      24","      11.0000","      22.7500","     -66.6500","       1868261.2","D15_064","","     -53.7500","     -76.9500","      75","no"
"      32","D15","      24","      11.0000","     -83.8500","     -66.3500","       1603494.8","D15_056+061+063","","     -55.0500","     -76.1500","      75","no"
"      32","D15","      24","      11.0000","      150.850","     -55.9500","       7132.7598","D15_074","","     -54.9500","     -56.5500","      50","no"
"      32","D15","      24","      11.0000","      145.750","     -60.9500","       132207.92","D15_073","","     -57.5500","     -63.6500","      50","no"
"      32","D15","      24","      11.0000","     -13.2500","     -61.7500","       28692.424","D15_075","","     -59.3500","     -64.6500","      75","no"
"      32","D15","      24","      11.0000","     -22.3500","     -60.0500","       10526.067","D15_076","","     -58.7500","     -61.1500","      75","no"
"      32","D15","      25","      11.5000","     -118.950","      62.7500","       226277.69","D15_018","","      65.8500","      58.0500","      50","no"
"      32","D15","      25","      11.5000","     -61.1500","      35.3500","       234655.11","D15_023","","      39.9500","      30.3500","     100","no"
"      32","D15","      25","      11.5000","      33.6500","     -67.3500","       1432871.2","D15_064","","     -52.2500","     -76.7500","      75","no"
"      32","D15","      25","      11.5000","      18.3500","     -59.7500","       268021.41","D15_075","","     -54.9500","     -64.0500","     100","no"
"      32","D15","      25","      11.5000","      150.850","     -59.3500","       313568.81","D15_073","","     -52.7500","     -67.6500","      75","no"
"      32","D15","      25","      11.5000","     -75.7500","     -67.6500","       1461516.1","D15_056+061+063","","     -56.4500","     -76.9500","      50","no"
"      32","D15","      25","      11.5000","      103.450","     -60.2500","       47507.121","D15_078","","     -57.9500","     -61.5500","      50","no"
"      32","D15","      25","      11.5000","     -154.250","     -59.1500","       25671.756","D15_079","","     -56.6500","     -61.1500","      75","no"
"      32","D15","      25","      11.5000","     -36.2500","     -66.7500","       94505.469","D15_080","","     -62.9500","     -70.3500","      75","no"
"      32","D15","      26","      11.9000","     -54.5500","      29.4500","       398044.00","D15_023","","      37.4500","      22.6500","      75","no"
"      32","D15","      26","      11.9000","     -57.4500","      57.7500","       1530476.9","D15_018","","      64.9500","      47.5500","      75","no"
"      32","D15","      26","      11.9000","      41.5500","     -63.5500","       2078396.8","D15_075","","     -48.7500","     -75.1500","      50","no"
"      32","D15","      26","      11.9000","      135.050","     -64.2500","       421218.12","D15_077","","     -55.6500","     -70.3500","      75","no"
"      32","D15","      26","      11.9000","     -37.3500","     -68.6500","       135656.61","D15_080","","     -65.6500","     -72.1500","      75","no"
"      32","D15","      26","      11.9000","     -113.150","     -54.7500","       216817.44","D15_082","","     -50.8500","     -58.8500","      75","no"
"      32","D15","      26","      11.9000","     -85.1500","     -66.7500","       345414.44","D15_083","","     -62.4500","     -70.7500","      75","no"
"      32","D15","      26","      11.9000","     -12.0500","     -62.4500","       63293.824","D15_084","","     -60.0500","     -64.8500","      75","no"
"      32","D15","      26","      11.9000","     -172.150","     -66.4500","       411485.97","D15_081","","     -57.4500","     -74.4500","      50","yes"
"      32","D15","      27","      12.4000","     -42.9500","      24.6500","       497004.69","D15_023","","      31.0500","      18.4500","      50","no"
"      32","D15","      27","      12.4000","     -16.3500","      56.1500","       1857818.6","D15_018","","      67.5500","      40.7500","      50","no"
"      32","D15","      27","      12.4000","     -53.5500","      47.3500","       399173.56","D15_024","","      57.0500","      35.5500","      75","no"
"      32","D15","      27","      12.4000","      70.6500","      62.1500","       198663.52","D15_025","","      67.5500","      56.1500","      50","no"
"      32","D15","      27","      12.4000","      58.1500","     -62.1500","       1751275.0","D15_075","","     -49.1500","     -75.3500","      50","no"
"      32","D15","      27","      12.4000","     -35.1500","     -68.3500","       180791.67","D15_080","","     -64.9500","     -72.1500","      75","no"
"      32","D15","      27","      12.4000","     -68.2500","     -64.8500","       130018.40","D15_083","","     -62.0500","     -68.0500","      50","no"
"      32","D15","      27","      12.4000","      9.55000","     -66.8500","       233388.69","D15_084","","     -63.3500","     -70.7500","      75","no"
"      32","D15","      27","      12.4000","     -58.8500","     -57.6500","       78147.219","D15_086","","     -54.7500","     -60.9500","      75","no"
"      32","D15","      27","      12.4000","     -118.250","     -64.7500","       14266.581","D15_088","","     -63.3500","     -65.9500","     100","no"
"      32","D15","      27","      12.4000","     -72.0500","     -49.9500","       127527.09","D15_089","","     -44.9500","     -54.9500","      75","no"
"      32","D15","      28","      12.8000","      23.5500","      58.1500","       888763.44","D15_018","","      65.8500","      49.6500","      75","no"
"      32","D15","      28","      12.8000","      99.6500","      54.7500","       762695.12","D15_025","","      66.2500","      45.5500","      50","no"
"      32","D15","      28","      12.8000","      26.3500","     -70.1500","       312859.28","D15_084","","     -64.3500","     -74.0500","      75","yes"
"      32","D15","      28","      12.8000","     -28.5500","     -68.2500","       84882.664","D15_080","","     -62.9500","     -73.4500","      50","no"
"      32","D15","      28","      12.8000","     -116.850","     -64.5500","       57186.254","D15_088","","     -60.2500","     -67.8500","      75","no"
"      32","D15","      28","      12.8000","      132.750","     -57.2500","       107387.06","D15_094","","     -53.1500","     -61.3500","      50","no"
"      32","D15","      29","      13.3000","      40.5500","      57.5500","       1675370.6","D15_018","","      72.7500","      46.3500","      75","no"
"      32","D15","      29","      13.3000","     -133.850","     -60.7500","       244014.59","D15_085","","     -55.8500","     -65.9500","      75","no"
"      32","D15","      29","      13.3000","      58.2500","     -66.1500","       272989.38","D15_084","","     -59.1500","     -73.8500","      75","no"
"      32","D15","      29","      13.3000","      34.3500","     -61.9500","       23313.053","D15_087","","     -60.0500","     -63.6500","      75","no"
"      32","D15","      29","      13.3000","     -37.8500","     -70.1500","       22488.152","D15_091","","     -68.7500","     -71.5500","      50","yes"
"      32","D15","      29","      13.3000","      108.350","     -69.9500","       57194.754","D15_093","","     -68.3500","     -71.3500","      50","yes"
"      32","D15","      29","      13.3000","      160.250","     -69.9500","       289598.78","D15_095","","     -66.6500","     -74.0500","      50","yes"
"      32","D15","      29","      13.3000","      16.3500","     -70.0500","       194114.05","D15_080","","     -65.2500","     -73.0500","      50","yes"
"      32","D15","      29","      13.3000","     -116.350","     -65.8500","       60333.945","D15_090","","     -62.2500","     -68.8500","      75","no"
"      32","D15","      30","      13.7000","      63.7500","      54.7500","       420316.16","D15_018","","      67.0500","      40.7500","      75","no"
"      32","D15","      30","      13.7000","      118.150","      54.7500","       353237.56","D15_029","","      66.6500","      44.4500","      50","no"
"      32","D15","      30","      13.7000","     -94.4500","     -60.6500","       700387.31","D15_085","","     -51.8500","     -70.7500","      75","no"
"      32","D15","      30","      13.7000","      27.5500","     -44.6500","       15165.008","D15_092","","     -42.9500","     -46.9500","     100","no"
"      32","D15","      30","      13.7000","     -162.050","     -63.5500","       87437.570","D15_096","","     -59.7500","     -66.5500","      75","no"
"      32","D15","      31","      14.2000","      28.9500","      57.6500","       423971.59","D15_026","","      64.3500","      48.2500","      75","no"
"      32","D15","      31","      14.2000","      128.650","      51.5500","       436933.88","D15_029","","      60.4500","      43.4500","      50","no"
"      32","D15","      31","      14.2000","     -42.0500","     -57.4500","       255625.22","D15_085","","     -52.7500","     -62.1500","      75","no"
"      32","D15","      31","      14.2000","     -171.850","     -65.7500","       29099.867","D15_097","","     -63.9500","     -67.1500","      75","no"
"      32","D15","      32","      14.6000","     -48.2500","      60.9500","       172464.77","D15_027","","      67.2500","      55.3500","      75","no"
"      32","D15","      32","      14.6000","      87.6500","      64.3500","       1195127.9","D15_026","","      73.9500","      53.0500","      75","no"
"      32","D15","      32","      14.6000","     -165.450","      60.1500","       73339.039","D15_030","","      63.7500","      56.9500","      75","no"
"      32","D15","      32","      14.6000","     -10.4500","     -62.7500","       267073.59","D15_085","","     -55.6500","     -69.0500","      75","no"
"      32","D15","      32","      14.6000","     -37.7500","     -63.3500","       32117.273","D15_099","","     -61.8500","     -64.8500","      75","no"
"      32","D15","      32","      14.6000","     -72.6500","     -65.9500","       40583.824","D15_098","","     -63.7500","     -68.0500","      75","no"
"      32","D15","      32","      14.6000","     -75.0500","     -43.8500","       23851.520","D15_100","","     -42.4500","     -44.9500","      75","no"
"      32","D15","      32","      14.6000","     -128.550","     -65.9500","       43488.734","D15_101","","     -62.9500","     -67.8500","      75","no"
"      32","D15","      32","      14.6000","      18.0500","     -59.8500","       167518.84","D15_102","","     -55.8500","     -65.1500","      50","no"
"      32","D15","      33","      15.1000","      109.550","      59.3500","       628668.56","D15_026","","      69.7500","      44.0500","      50","no"
"      32","D15","      33","      15.1000","     -9.45000","      57.4500","       757224.12","D15_027","","      72.9500","      41.9500","      50","no"
"      32","D15","      33","      15.1000","      174.950","      56.8500","       181616.55","D15_032","","      63.3500","      50.3500","      75","no"
"      32","D15","      33","      15.1000","      13.1500","     -59.2500","       436221.16","D15_085","","     -51.2500","     -65.9500","      50","no"
"      32","D15","      33","      15.1000","     -67.7500","     -63.5500","       119668.66","D15_098","","     -59.1500","     -67.3500","     100","no"
"      32","D15","      33","      15.1000","     -94.7500","     -63.1500","       53877.758","D15_103","","     -60.6500","     -64.6500","     100","no"
"      32","D15","      33","      15.1000","      42.6500","     -49.8500","       42247.812","D15_104","","     -46.2500","     -52.4500","      50","no"
"      32","D15","      33","      15.1000","      172.850","     -60.5500","       42371.516","D15_105","","     -58.5500","     -61.9500","      75","no"
"      32","D16","       1","      15.6000","      109.550","      56.3500","       561441.69","D16_001","D16_01","      64.1500","      47.5500","      75","no"
"      32","D16","       2","      16.1000","      114.350","      44.2500","       1831417.4","D16_001","D16_01","      62.5500","      28.0500","      75","no"
"      32","D16","       2","      16.1000","      63.2500","      64.6500","       257057.34","D16_002","D16_01","      69.1500","      57.6500","      75","no"
"      32","D16","       2","      16.1000","     -25.3500","      55.4500","       1344554.6","D16_003","D16_01","      65.2500","      40.0500","      50","no"
"      32","D16","       2","      16.1000","     -18.5500","     -64.0500","       81795.750","D16_022","","     -61.4500","     -67.1500","     100","no"
"      32","D16","       2","      16.1000","     -41.2500","     -67.1500","       45071.000","D16_023","","     -64.9500","     -69.0500","      75","no"
"      32","D16","       2","      16.1000","     -29.0500","     -60.2500","       83080.617","D16_024","","     -56.6500","     -63.4500","      75","no"
"      32","D16","       2","      16.1000","      164.250","     -69.0500","       47182.496","D16_028","","     -67.0500","     -70.9500","      50","no"
"      32","D16","       3","      16.5000","      132.350","      41.7500","       2971714.0","D16_001","D16_01","      64.7500","      19.6500","      75","no"
"      32","D16","       3","      16.5000","      107.850","      64.8500","       380291.84","D16_002","D16_01","      72.9500","      56.9500","      75","no"
