,Mars Year,Mission subphase,Sol,Ls,Centroid longitude,Centroid latitude,Area (square km),Member ID,Sequence ID,Maximum latitude,Minimum latitude,Confidence interval,Missing data
642,29,B05,16,192.0,123.75,58.55,2430184.2,B05_033+034,,70.55,45.85,75,1
643,29,B05,16,192.0,-7.75,60.35,3805287.8,B05_035,,75.65,43.35,75,1
644,29,B05,17,192.5,-125.95,-49.65,465571.47,B05_039,,-42.55,-57.85,50,1
645,29,B05,17,192.5,54.25,-56.25,14755.412,B05_040,,-54.45,-57.45,100,1
646,29,B05,17,192.5,47.65,59.35,1689871.2,B05_035,,70.05,49.15,75,1
647,29,B05,17,192.5,-14.45,55.75,931282.56,B05_041,,71.35,38.35,75,1
648,29,B05,17,192.5,76.55,41.45,122683.33,B05_042,,44.95,37.95,75,1
649,29,B05,18,193.0,93.95,57.05,1382989.2,B05_035,,69.85,47.95,75,1
650,29,B05,18,193.0,13.25,59.55,1696400.5,B05_041,,73.45,43.95,75,1
651,29,B05,18,193.0,102.85,-60.95,140834.86,B05_046,,-55.85,-66.35,100,1
652,29,B05,18,193.0,129.15,-56.45,187738.48,B05_047,,-51.75,-63.05,75,1
653,29,B05,19,193.6,36.75,59.25,2719518.0,B05_041,,72.15,45.65,75,1
654,29,B05,19,193.6,118.85,56.15,1578405.5,B05_035,,65.95,44.25,50,1
655,29,B05,19,193.6,-78.25,-55.05,124161.59,B05_048,,-52.15,-57.65,75,1
656,29,B05,19,193.6,-17.25,-54.55,213374.38,B05_049,,-50.75,-58.95,75,1
657,29,B05,20,194.1,-47.25,54.75,252969.98,B05_042,,60.15,47.55,75,1
658,29,B05,20,194.1,95.25,61.55,2061542.8,B05_041,,71.55,49.65,75,1
659,29,B05,21,194.7,113.75,54.65,1507074.2,B05_041,,61.75,45.65,75,1
660,29,B05,21,194.7,-171.05,37.05,252685.34,B05_043,,41.85,31.75,75,1
661,29,B05,21,194.7,-20.55,-53.15,298095.31,B05_050,,-46.55,-59.35,100,1
662,29,B05,21,194.7,12.75,-56.25,76606.531,B05_052,,-53.45,-59.15,75,1
663,29,B05,21,194.7,0.6500090000000001,52.55,534521.56,B05_044,,61.55,43.95,75,1
664,29,B05,22,195.2,-12.05,-57.25,26328.468999999997,B05_051,,-55.45,-58.95,100,1
665,29,B05,22,195.2,33.05,-52.45,234515.3,B05_053,,-49.05,-55.75,75,1
666,29,B05,22,195.2,5.45001,-53.75,294438.25,B05_052,,-48.85,-58.95,75,1
667,29,B05,22,195.2,46.15,54.55,1847563.8,B05_044,,71.35,42.75,75,1
668,29,B05,22,195.2,-17.95,43.45,563023.12,B05_055,,50.35,38.75,75,1
669,29,B05,22,195.2,-27.35,28.55,79775.023,B05_056,,31.05,27.15,75,1
670,29,B05,23,195.8,69.45,55.95,1485846.2,B05_044,,65.15,44.45,75,1
671,29,B05,23,195.8,-30.75,50.45,132786.12,B05_058,,57.65,44.85,75,1
672,29,B05,23,195.8,18.35,42.05,662460.69,B05_059,,52.05,34.85,75,1
673,29,B05,23,195.8,164.85,60.65,59055.973,B05_091,,67.25,54.85,75,1
674,29,B05,24,196.3,-25.75,-54.75,129330.06,B05_054,,-50.25,-58.75,75,1
675,29,B05,24,196.3,-21.05,55.55,1972922.2,B05_058,,71.35,38.95,75,1
676,29,B05,24,196.3,-44.65,26.45,289826.16,B05_060,,29.95,22.95,75,1
677,29,B05,24,196.3,-154.75,60.95,687107.62,B05_061,,70.55,54.35,75,1
678,29,B05,24,196.3,95.95,42.35,951485.0,B05_062,,50.15,36.35,75,1
679,29,B05,24,196.3,41.35,49.85,459526.75,B05_059,,55.55,44.45,75,1
680,29,B05,24,196.3,134.45,58.25,1069349.8,B05_057,,68.65,50.25,75,1
681,29,B05,25,196.9,147.65,47.85,2215621.8,B05_057+062,,66.55,33.65,75,1
682,29,B05,25,196.9,-112.05,60.85,975321.5,B05_061,,67.85,50.85,75,1
683,29,B05,25,196.9,-61.45,53.15,279240.66,B05_063,,58.85,47.95,75,1
684,29,B05,25,196.9,32.85,55.35,2707632.8,B05_058,,69.65,42.95,75,1
685,29,B05,25,196.9,-37.55,33.55,2236158.8,B05_064,,55.75,5.95,75,1
686,29,B05,25,196.9,112.85,-58.25,208469.42,B05_066,,-54.85,-61.05,100,1
687,29,B05,25,196.9,59.25,-44.85,246227.81,B05_070,,-39.45,-51.25,75,1
688,29,B05,26,197.5,-24.85,58.25,2712498.8,B05_065,,73.45,41.55,75,1
689,29,B05,26,197.5,148.35,46.25,1851320.4,B05_057+062,,57.45,35.25,75,1
690,29,B05,26,197.5,134.25,-58.55,338388.47,B05_066,,-51.15,-64.75,75,1
691,29,B05,26,197.5,-68.15,-54.65,8360.2646,B05_067,,-53.25,-55.55,100,1
692,29,B05,26,197.5,88.75,55.95,955684.31,B05_058,,67.15,47.75,100,1
693,29,B05,27,198.0,109.25,46.95,4398165.0,B05_058,,66.55,23.25,75,1
694,29,B05,27,198.0,13.55,55.25,2839264.2,B05_064,,70.05,39.45,75,1
695,29,B05,27,198.0,-66.95,-57.05,19556.805,B05_067,,-55.95,-58.05,100,1
696,29,B05,27,198.0,-43.65,-49.25,114638.77,B05_068,,-43.25,-58.75,75,1
697,29,B05,27,198.0,65.75,-48.05,111892.71,B05_071,,-44.65,-51.85,75,1
698,29,B05,27,198.0,176.75,45.55,1643469.5,B05_057+062,,57.45,33.65,75,1
699,29,B05,28,198.6,-91.45,-58.95,121971.41,B05_072,,-54.65,-61.85,75,1
700,29,B05,28,198.6,128.25,42.25,5328196.0,B05_058,,63.65,22.35,75,1
701,29,B05,28,198.6,-1.14999,60.45,338703.84,B05_074,,68.25,52.75,75,1
702,29,B05,28,198.6,29.45,-56.05,28096.322,B05_083,,-54.05,-58.05,100,1
703,29,B05,29,199.1,-53.35,23.85,511375.84,B05_075,,31.65,15.25,100,1
704,29,B05,29,199.1,-158.85,35.75,671614.12,B05_076,,43.05,26.95,100,1
705,29,B05,29,199.1,-166.05,51.85,537295.81,B05_077,,63.45,40.25,75,1
706,29,B05,29,199.1,140.55,47.35,3350740.0,B05_058,,59.45,33.65,75,1
707,29,B05,30,199.7,93.85,-60.95,94551.42199999999,B05_073,,-57.15,-64.35,75,1
708,29,B05,30,199.7,-48.35,22.95,718397.69,B05_075,,39.95,7.45,50,0
709,29,B05,30,199.7,-158.35,31.15,884771.56,B05_076,,39.95,21.55,100,1
710,29,B05,30,199.7,-116.05,51.45,1022238.6,B05_077,,59.95,41.45,75,1
711,29,B05,30,199.7,146.85,58.25,143665.91,B05_078,,64.05,53.95,75,1
712,29,B05,30,199.7,-95.85,45.35,379662.0,B05_079,,51.15,37.75,75,1
713,29,B05,30,199.7,-68.75,-47.45,274350.0,B05_092,,-41.75,-54.55,75,1
714,29,B05,30,199.7,-179.95,49.55,2741793.5,B05_058,,65.15,36.95,75,1
715,29,B05,31,200.2,155.05,59.35,117655.91,B05_078,,63.45,55.45,75,1
716,29,B05,31,200.2,-148.95,49.25,517672.0,B05_081,,58.25,41.05,75,1
717,29,B05,31,200.2,92.15,-58.65,149263.03,B05_073,,-53.25,-64.15,100,1
718,29,B05,31,200.2,120.45,52.75,1153060.8,B05_084,,63.45,43.15,50,1
719,29,B05,31,200.2,-175.65,51.45,422954.56,B05_080,,58.05,45.25,75,1
720,29,B05,32,200.8,-17.25,48.85,2883717.0,B05_082,,62.85,32.35,75,1
721,29,B05,32,200.8,136.05,46.55,1234664.1,B05_084,,56.15,39.85,75,1
722,29,B05,33,201.2,26.15,49.95,2444546.8,B05_082,,61.35,38.95,75,1
723,29,B05,33,201.2,-46.05,35.75,252918.41,B05_085,,42.85,28.15,50,0
724,29,B05,33,201.2,63.75,-47.05,204668.53,B05_086,,-41.55,-50.35,100,1
725,29,B05,33,201.2,30.15,-57.15,61503.566,B05_087,,-53.85,-59.15,75,1
726,29,B06,2,202.6,2.75,54.95,584967.19,B05_085,,61.85,47.55,50,1
727,29,B06,2,202.6,-40.25,49.95,1496376.8,B06_002,,61.45,35.55,50,1
728,29,B06,2,202.6,-172.65,36.65,313854.62,B06_005,,42.55,30.75,75,1
729,29,B06,2,202.6,-21.05,-55.75,69213.07,B06_028,,-52.45,-58.45,50,1
730,29,B06,2,202.6,-7.049989999999999,-56.95,135281.61,B06_030,,-54.15,-59.45,50,1
731,29,B06,3,203.2,-22.75,47.85,1309118.2,B06_002,,63.55,27.85,75,1
732,29,B06,3,203.2,-155.55,33.75,72568.766,B06_005,,36.45,31.35,100,1
733,29,B06,3,203.2,-28.15,-55.25,44829.34,B06_031,,-53.15,-57.45,50,1
734,29,B06,3,203.2,18.95,-54.95,9362.8799,B06_032,,-53.45,-55.95,50,1
735,29,B06,4,203.8,-24.75,27.65,3156968.2,B06_002,,46.05,6.7500100000000005,50,1
736,29,B06,4,203.8,51.35,52.05,1466233.2,B06_003,,63.35,42.15,75,1
737,29,B06,4,203.8,25.75,-55.25,33467.566,B06_032,,-53.15,-57.15,75,1
738,29,B06,4,203.8,-155.55,-58.45,3192.9934,B06_035,,-57.55,-59.05,75,1
739,29,B06,5,204.3,92.05,59.65,287473.12,B06_003,,64.55,56.55,50,0
740,29,B06,5,204.3,-39.25,34.95,435613.59,B06_006,,43.55,27.35,100,1
741,29,B06,5,204.3,-166.85,34.45,160897.81,B06_007,,38.35,30.55,100,1
742,29,B06,5,204.3,-111.95,-28.05,127309.66,B06_033,,-22.75,-33.05,50,1
743,29,B06,5,204.3,-80.95,-53.65,169519.64,B06_036,,-49.35,-58.05,50,1
744,29,B06,6,204.9,-3.45,43.45,1529987.8,B06_006,,59.95,17.55,75,1
745,29,B06,6,204.9,-106.55,-23.15,51013.879,B06_033,,-21.05,-24.95,75,1
746,29,B06,6,204.9,24.95,-57.05,41268.262,B06_037,,-55.05,-58.85,50,1
747,29,B06,7,205.5,-22.85,31.85,974587.06,B06_006b,,45.45,17.15,75,1
748,29,B06,7,205.5,96.35,24.45,73195.117,B06_008,,27.05,22.15,100,1
749,29,B06,7,205.5,-85.75,-59.05,11071.528,B06_034,,-58.15,-59.95,100,1
750,29,B06,7,205.5,23.25,-57.75,91504.195,B06_037,,-54.15,-59.85,75,1
751,29,B06,7,205.5,158.35,-59.95,46877.773,B06_039,,-57.95,-62.65,75,1
752,29,B06,7,205.5,155.15,-54.45,35954.828,B06_040,,-52.05,-56.15,75,1
753,29,B06,8,206.0,-173.45,37.35,215872.11,B06_009,,42.35,32.85,100,1
754,29,B06,8,206.0,-56.15,53.25,622603.75,B06_010,,61.25,46.75,50,1
755,29,B06,8,206.0,-90.25,-56.55,75619.68,B06_034,,-52.55,-60.55,75,1
756,29,B06,8,206.0,17.35,-55.65,181781.02,B06_037,,-52.25,-58.45,75,1
757,29,B06,8,206.0,46.25,-57.95,46608.184,B06_038,,-55.25,-59.95,75,1
758,29,B06,8,206.0,155.95,-54.25,105042.81,B06_040,,-50.45,-57.15,75,1
759,29,B06,8,206.0,141.35,-58.85,196078.73,B06_041,,-54.75,-62.85,75,1
760,29,B06,8,206.0,-161.55,-59.35,80338.57,B06_042,,-57.25,-61.35,75,1
761,29,B06,8,206.0,-141.15,-58.55,14742.921,B06_043,,-56.25,-60.15,75,1
762,29,B06,9,206.6,-159.35,33.95,29237.928,B06_009,,35.85,32.15,75,1
763,29,B06,9,206.6,-17.15,45.95,1579109.5,B06_010,,57.95,31.15,50,1
764,29,B06,9,206.6,101.45,45.05,2085378.1,B06_012,,57.25,30.95,75,1
765,29,B06,9,206.6,37.95,-54.85,420074.78,B06_037,,-50.05,-60.15,75,1
766,29,B06,9,206.6,141.75,-57.55,64047.184,B06_041,,-54.35,-60.95,75,1
767,29,B06,9,206.6,-175.65,-51.35,341665.34,B06_046,,-44.35,-58.75,75,0
768,29,B06,10,207.1,112.35,45.95,3028016.0,B06_012,,61.65,28.85,50,1
769,29,B06,10,207.1,144.75,-57.85,77787.961,B06_041,,-54.95,-60.95,75,1
770,29,B06,10,207.1,-17.25,-58.25,40020.547,B06_044,,-55.45,-60.95,75,1
771,29,B06,10,207.1,10.35,-58.05,37201.574,B06_045,,-54.35,-60.35,75,1
772,29,B06,10,207.1,-168.55,-49.35,141097.91,B06_046,,-43.35,-54.95,75,1
773,29,B06,10,207.1,127.25,-60.95,25813.097999999998,B06_047,,-59.35,-62.35,75,1
774,29,B06,10,207.1,64.05,-59.45,11492.925,B06_049,,-58.35,-60.55,75,1
775,29,B06,11,207.7,-39.85,37.75,338281.81,B06_011,,45.65,30.05,75,1
776,29,B06,11,207.7,98.45,53.55,405379.0,B06_013,,59.35,46.95,50,0
777,29,B06,11,207.7,150.35,-59.45,148726.5,B06_041,,-55.25,-64.25,75,1
778,29,B06,11,207.7,127.05,-61.45,43216.73,B06_047,,-58.95,-63.05,75,1
779,29,B06,11,207.7,63.65,-47.25,261307.41,B06_048,,-38.95,-55.95,75,1
780,29,B06,12,208.3,-11.45,46.05,1088633.2,B06_011,,58.75,31.15,75,1
781,29,B06,12,208.3,101.85,41.55,3074515.0,B06_013,,54.35,25.95,75,1
782,29,B06,12,208.3,144.95,-59.25,154619.59,B06_041,,-55.05,-61.95,75,1
783,29,B06,13,208.8,18.95,49.75,1146322.6,B06_011,,59.35,41.35,75,0
784,29,B06,13,208.8,96.05,54.25,786234.12,B06_014,,61.25,44.25,75,0
785,29,B06,13,208.8,12.35,-58.35,68167.156,B06_048,,-56.65,-59.95,75,1
786,29,B06,14,209.4,46.75,47.75,1578291.4,B06_011,,58.95,36.95,75,1
787,29,B06,14,209.4,113.85,50.95,1182023.5,B06_014,,62.75,41.35,50,0
788,29,B06,14,209.4,-156.05,35.85,233136.39,B06_015,,39.95,32.15,100,1
789,29,B06,14,209.4,-46.45,25.95,510409.84,B06_016,B06_02,34.75,16.75,75,1
790,29,B06,14,209.4,-0.549988,-56.55,289677.06,B06_049,,-52.45,-60.35,75,1
791,29,B06,14,209.4,-85.35,-60.35,20278.27,B06_050,,-59.15,-61.55,75,1
792,29,B06,14,209.4,167.15,-55.45,146823.95,B06_051,,-51.05,-60.35,75,1
793,29,B06,14,209.4,49.05,-58.15,17726.703,B06_054,,-56.65,-59.65,75,1
794,29,B06,15,209.9,-42.15,10.35,313368.12,B06_016,B06_02,14.95,5.95,75,1
795,29,B06,15,209.9,128.45,50.15,1290743.2,B06_014,,58.35,43.45,75,0
796,29,B06,15,209.9,164.95,-55.55,200985.92,B06_051,,-49.95,-60.35,75,1
797,29,B06,15,209.9,17.35,-58.65,107261.48,B06_049,,-56.25,-60.95,75,1
798,29,B06,15,209.9,-86.85,-55.55,140431.22,B06_052,,-52.55,-59.05,50,1
799,29,B06,16,210.6,174.45,46.05,1983341.0,B06_014,,59.35,31.95,75,0
800,29,B06,16,210.6,-166.55,34.35,182451.44,B06_017,,38.15,30.95,100,1
801,29,B06,16,210.6,-42.45,35.65,1894724.2,B06_018,B06_02,51.45,16.55,75,1
802,29,B06,16,210.6,-83.35,-57.05,231854.41,B06_052,,-50.65,-61.95,75,1
803,29,B06,16,210.6,162.35,-57.45,163376.25,B06_051,,-49.95,-63.05,50,0
804,29,B06,16,210.6,24.15,-59.65,319901.34,B06_049,,-55.85,-65.75,75,1
805,29,B06,16,210.6,-153.75,-60.05,87284.43,B06_053,,-57.95,-62.15,75,1
806,29,B06,17,211.1,-159.85,26.65,143310.62,B06_017,,29.15,23.65,75,1
807,29,B06,17,211.1,-153.65,42.55,2780431.2,B06_014,,56.65,25.75,75,1
808,29,B06,17,211.1,-43.65,27.15,1811325.5,B06_018,B06_02,44.95,12.85,75,1
809,29,B06,17,211.1,101.35,45.45,2888206.0,B06_020,,55.65,34.25,50,1
810,29,B06,17,211.1,34.65,48.15,447765.25,B06_021,,54.15,39.65,50,1
811,29,B06,17,211.1,-92.35,-56.25,423557.28,B06_052,,-51.45,-61.15,75,1
812,29,B06,17,211.1,-150.65,-58.75,86479.266,B06_053,,-55.85,-60.55,75,1
813,29,B06,17,211.1,138.05,-58.65,352695.75,B06_055,,-52.25,-63.65,75,1
814,29,B06,17,211.1,156.55,-55.25,155055.02,B06_056,,-50.05,-60.95,75,1
815,29,B06,18,211.7,-38.75,24.05,2036885.0,B06_018,B06_02,43.95,5.05,75,1
816,29,B06,18,211.7,-54.75,50.25,1547694.2,B06_024,B06_02,57.45,41.75,75,0
817,29,B06,18,211.7,107.85,39.45,4052436.8,B06_020,,57.55,16.35,75,1
818,29,B06,18,211.7,54.85,46.25,344818.19,B06_021,,49.95,42.55,50,1
819,29,B06,18,211.7,175.55,29.05,1905991.1,B06_019,B06_01,44.95,16.55,75,1
820,29,B06,18,211.7,140.65,-57.75,155541.86,B06_055,,-54.55,-61.55,75,1
821,29,B06,18,211.7,-83.55,-57.15,341436.84,B06_052,,-52.95,-61.75,75,1
822,29,B06,18,211.7,172.95,-51.65,399024.47,B06_056,,-44.75,-60.75,75,1
823,29,B06,19,212.3,-164.15,35.15,4025552.5,B06_019,B06_01,55.25,16.75,75,1
824,29,B06,19,212.3,101.75,40.55,2245523.2,B06_020,,54.15,28.65,75,1
825,29,B06,19,212.3,-21.45,43.25,4984729.5,B06_024,B06_02,56.85,21.35,75,1
826,29,B06,19,212.3,-86.35,-57.45,200393.11,B06_052,,-52.95,-61.75,75,1
827,29,B06,19,212.3,-168.75,-51.05,640265.38,B06_056,,-43.55,-58.25,75,1
828,29,B06,20,212.8,-157.15,31.05,406692.72,B06_022,B06_01,37.25,25.35,100,1
829,29,B06,20,212.8,173.95,28.15,818301.94,B06_023,B06_01,39.95,12.65,75,1
830,29,B06,20,212.8,-0.549988,41.95,5532099.0,B06_024,B06_02,56.05,18.85,50,1
831,29,B06,20,212.8,118.15,42.85,1757257.8,B06_020,,58.95,26.35,50,1
832,29,B06,20,212.8,-165.55,-47.25,725626.19,B06_056,,-38.15,-54.95,75,1
833,29,B06,20,212.8,-143.95,-60.45,63677.812000000005,B06_057,,-57.45,-63.65,75,1
834,29,B06,20,212.8,-136.35,-59.35,34277.852,B06_058,,-57.45,-61.55,75,1
835,29,B06,21,213.4,-164.75,40.25,3537209.5,B06_022+023,B06_01,59.55,15.95,75,1
836,29,B06,21,213.4,-23.65,37.75,4343772.5,B06_024,B06_02,53.95,18.05,75,1
837,29,B06,21,213.4,107.15,39.45,3858645.0,B06_020,,52.95,24.65,75,1
838,29,B06,21,213.4,-97.35,43.85,27820.748,B06_027,,45.45,42.55,75,1
839,29,B06,21,213.4,-138.15,-60.05,171698.8,B06_057+058,,-56.65,-63.05,75,1
840,29,B06,21,213.4,-172.05,-42.95,482254.78,B06_056,,-32.05,-54.45,75,1
841,29,B06,21,213.4,-102.55,-60.75,61747.25,B06_059,,-58.75,-62.35,75,1
842,29,B06,21,213.4,139.25,-58.85,138624.53,B06_061,,-53.75,-62.65,75,1
843,29,B06,21,213.4,-82.25,-60.65,55584.875,B06_060,,-58.55,-62.35,75,1
844,29,B06,22,214.0,-158.25,35.95,3056291.8,B06_022+023,B06_01,54.55,18.25,75,1
845,29,B06,22,214.0,-17.55,37.95,5133645.0,B06_024,B06_02,54.75,8.65,50,1
846,29,B06,22,214.0,126.95,40.35,6299948.0,B06_020,,58.15,15.75,75,1
847,29,B06,22,214.0,-167.85,-46.35,141296.84,B06_056,,-42.05,-50.95,75,1
848,29,B06,22,214.0,-116.85,-58.65,615645.62,B06_057+058+059,,-50.45,-63.05,75,1
849,29,B06,22,214.0,-73.05,-60.35,50512.93,B06_060,,-58.55,-61.55,75,1
850,29,B06,22,214.0,137.85,-57.85,141583.84,B06_061,,-54.75,-60.75,75,1
851,29,B06,23,214.6,-179.15,39.65,1373421.2,B06_025,B06_01,51.85,29.05,75,1
852,29,B06,23,214.6,-32.15,25.05,4635438.5,B06_026,B06_02,49.15,1.35001,75,1
853,29,B06,23,214.6,-106.15,-56.65,1332190.0,B06_057+058+059+060,,-47.25,-63.65,75,1
854,29,B06,23,214.6,-14.45,-60.35,33620.18,B06_062,,-58.55,-62.15,75,1
855,29,B07,1,220.3,-136.95,-61.25,148152.69,B07_001,,-57.75,-64.25,75,1
856,29,B07,1,220.3,-106.55,-55.95,352615.28,B07_003,,-51.25,-60.55,75,1
857,29,B07,1,220.3,56.45,-61.65,15226.698,B07_004,,-60.65,-62.65,50,1
858,29,B07,1,220.3,137.65,-57.55,425391.41,B07_006,,-51.05,-65.35,75,1
859,29,B07,1,220.3,-81.75,-52.15,220844.09,B07_007,,-46.45,-56.55,75,1
860,29,B07,1,220.3,-58.35,32.55,91575.383,B07_058,,34.75,30.55,100,1
861,29,B07,1,220.3,-36.65,48.15,1522658.5,B07_059,B07_01,57.25,36.15,75,0
862,29,B07,2,220.8,-128.05,-62.35,95356.094,B07_001,,-59.35,-65.55,75,1
863,29,B07,2,220.8,-147.95,-60.95,115940.35,B07_002,,-58.35,-63.05,100,1
864,29,B07,2,220.8,-110.25,-55.95,531967.62,B07_003,,-48.75,-64.25,50,1
865,29,B07,2,220.8,85.85,-63.05,18658.908,B07_005,,-61.25,-64.45,75,1
866,29,B07,2,220.8,132.45,-58.85,646446.0,B07_006,,-50.25,-65.55,75,1
867,29,B07,2,220.8,-19.35,-57.05,89822.82,B07_008,,-52.45,-60.75,50,1
868,29,B07,2,220.8,-19.75,37.45,6447477.5,B07_059,B07_01,55.25,10.35,75,0
869,29,B07,2,220.8,170.25,35.35,364230.06,B07_063,,43.95,27.55,100,1
870,29,B07,2,220.8,102.25,48.05,2740368.5,B07_064,,61.85,33.65,50,0
871,29,B07,3,221.4,-152.95,-62.45,50158.277,B07_002,,-59.75,-64.45,75,1
872,29,B07,3,221.4,-126.35,-58.55,263703.88,B07_001,,-52.45,-64.85,75,1
873,29,B07,3,221.4,132.55,-58.75,811931.69,B07_006,,-50.25,-68.05,75,1
874,29,B07,3,221.4,-12.75,-59.25,136820.88,B07_008,,-55.05,-63.05,75,1
875,29,B07,3,221.4,-67.55,-61.35,15807.838,B07_009,,-59.75,-62.65,75,1
876,29,B07,3,221.4,-7.25,41.15,3383687.0,B07_059,B07_01,54.95,19.85,50,0
877,29,B07,3,221.4,-59.55,32.75,100326.7,B07_060,,37.05,30.05,100,1
878,29,B07,3,221.4,-170.25,31.75,44721.457,B07_062,,33.35,30.15,100,1
879,29,B07,4,222.1,-126.05,-59.75,504901.75,B07_001+002,,-52.45,-65.95,75,1
880,29,B07,4,222.1,131.85,-57.75,780917.12,B07_006,,-49.55,-66.75,75,1
881,29,B07,4,222.1,-88.25,-62.25,22620.906000000003,B07_010,,-61.05,-63.45,75,1
882,29,B07,4,222.1,69.55,44.15,1634738.4,B07_059,,52.25,36.15,75,0
883,29,B07,4,222.1,-35.25,35.75,3095976.8,B07_061,B07_01,58.35,10.95,75,0
884,29,B07,5,222.6,-118.65,-57.05,649192.19,B07_001+002,,-48.15,-64.95,75,1
885,29,B07,5,222.6,136.85,-56.55,599565.88,B07_006,,-50.45,-63.65,75,1
886,29,B07,5,222.6,71.95,-64.85,39098.762,B07_011,,-62.95,-66.55,75,1
887,29,B07,5,222.6,-84.95,-53.35,113988.62,B07_012,,-49.75,-56.75,50,1
888,29,B07,5,222.6,97.45,25.85,3225297.2,B07_059,,47.05,6.95,50,0
889,29,B07,5,222.6,-8.34999,34.95,7150061.0,B07_061,B07_01,56.45,1.55,50,0
890,29,B07,5,222.6,175.05,37.45,237303.64,B07_065,,42.25,33.25,100,1
891,29,B07,5,222.6,-155.85,39.75,316001.78,B07_066,,45.25,33.85,75,0
892,29,B07,6,223.2,-86.05,-52.05,135197.62,B07_012,,-47.55,-56.35,50,1
893,29,B07,6,223.2,-54.85,-61.35,14006.58,B07_013,,-60.05,-62.45,50,1
894,29,B07,6,223.2,71.75,-63.55,49644.437999999995,B07_011,,-60.85,-65.75,75,1
895,29,B07,6,223.2,70.35,-23.45,1384950.8,B07_017,,-10.25,-37.35,50,1
896,29,B07,6,223.2,133.25,-51.75,19523.777,B07_021,,-49.95,-53.45,50,1
897,29,B07,6,223.2,-151.15,37.35,294901.88,B07_066,,45.05,29.25,50,1
898,29,B07,6,223.2,-60.55,20.45,213174.92,B07_069,,24.75,16.15,75,1
899,29,B07,6,223.2,87.95,13.45,1865986.2,B07_057,,26.65,-0.749992,50,0
900,29,B07,6,223.2,-15.45,40.85,8324964.5,B07_061,B07_01,62.55,-3.05,50,0
901,29,B07,7,223.8,71.95,-63.55,47919.07,B07_011,,-61.05,-65.55,50,1
902,29,B07,7,223.8,-160.65,-62.65,19181.504,B07_014,,-60.25,-64.45,75,1
903,29,B07,7,223.8,10.65,-62.15,59271.09,B07_015,,-59.15,-64.95,75,1
904,29,B07,7,223.8,-99.85,-63.75,12063.683,B07_016,,-62.45,-64.85,50,1
905,29,B07,7,223.8,70.55,-23.65,1310649.0,B07_017,,-11.25,-35.35,50,1
906,29,B07,7,223.8,140.65,-55.25,25252.625,B07_021,,-52.95,-56.95,75,1
907,29,B07,7,223.8,93.45,23.45,112265.6,B07_067,,26.65,20.35,75,1
908,29,B07,7,223.8,-61.05,32.45,104585.46,B07_068,,35.65,29.45,75,1
909,29,B07,7,223.8,-22.75,26.35,9462686.0,B07_061,B07_01,57.45,-28.85,50,0
910,29,B07,8,224.3,-158.85,-62.95,11308.616000000002,B07_014,,-61.25,-64.25,75,1
911,29,B07,8,224.3,77.65,-21.65,1462206.0,B07_017+057,,-7.05,-35.75,50,1
912,29,B07,8,224.3,56.25,-62.55,58578.937999999995,B07_018,,-60.45,-64.95,50,1
913,29,B07,8,224.3,-37.35,-6.14999,3756757.5,B07_061,B07_01,19.75,-30.95,50,1
914,29,B07,8,224.3,-32.65,42.05,2723731.5,B07_071,B07_01,57.45,25.55,75,1
915,29,B07,9,224.9,0.150009,-63.25,10674.738000000001,B07_022,,-62.25,-64.25,50,1
916,29,B07,9,224.9,-162.05,33.15,75842.578,B07_070,B07_03,35.85,29.85,75,1
917,29,B07,9,224.9,-29.65,33.65,5053048.0,B07_071,B07_01,55.85,6.35001,50,0
918,29,B07,10,225.5,-142.35,-62.45,56357.848,B07_019,,-60.25,-64.45,75,1
919,29,B07,10,225.5,-106.75,-64.15,72834.102,B07_020,,-61.45,-66.35,75,1
920,29,B07,10,225.5,-22.65,21.15,5241082.0,B07_071,B07_01,49.15,-16.55,75,1
921,29,B07,10,225.5,-41.85,47.35,2145573.8,B07_073,B07_01,60.85,27.85,75,0
922,29,B07,10,225.5,-161.95,35.05,399889.16,B07_070,B07_03,41.05,28.85,75,1
923,29,B07,10,225.5,174.05,41.65,513301.38,B07_074,B07_03,49.75,33.85,75,1
924,29,B07,11,226.1,59.85,-64.35,18259.816000000003,B07_023,,-62.55,-65.95,75,1
925,29,B07,11,226.1,-89.95,-63.95,112707.79,B07_020,,-61.25,-65.95,75,1
926,29,B07,11,226.1,-135.35,-62.55,91071.711,B07_019,,-58.35,-66.95,75,1
927,29,B07,11,226.1,2.45001,-64.05,24923.182,B07_025,,-62.55,-65.55,75,1
928,29,B07,11,226.1,119.05,-65.95,109710.82,B07_026,,-63.15,-67.85,50,1
929,29,B07,11,226.1,30.95,-63.25,10950.248,B07_027,,-61.85,-64.45,75,1
930,29,B07,11,226.1,93.75,24.45,109985.8,B07_072,,26.85,22.15,75,1
931,29,B07,11,226.1,-156.25,34.55,211101.84,B07_070,B07_03,39.35,30.95,75,1
932,29,B07,11,226.1,5.65001,41.05,1636365.0,B07_073,B07_01,56.05,21.55,75,0
933,29,B07,11,226.1,-158.65,49.05,1023438.3,B07_074,B07_03,60.65,39.05,75,0
934,29,B07,12,226.7,-130.45,-63.85,121468.33,B07_019,,-59.35,-67.15,75,1
935,29,B07,12,226.7,-95.15,-64.75,44014.633,B07_020,,-63.15,-66.15,75,1
936,29,B07,12,226.7,-114.95,-59.05,154206.28,B07_024,,-53.75,-62.45,75,1
