,Mars Year,Mission subphase,Sol,Ls,Centroid longitude,Centroid latitude,Area (square km),Member ID,Sequence ID,Maximum latitude,Minimum latitude,Confidence interval,Missing data
3437,31,D14,17,352.4,-164.15,39.15,2475960.2,D14_014,,56.85,19.25,50,1
3438,31,D14,17,352.4,-19.95,-58.95,3539586.8,D14_033+035+037,,-46.05,-72.15,75,1
3439,31,D14,18,352.9,99.05,38.65,1519561.9,D14_018,,57.75,19.65,75,1
3440,31,D14,18,352.9,-23.25,33.95,9543991.0,D14_015,D14_02,61.45,1.35001,75,1
3441,31,D14,18,352.9,-23.15,-57.45,2824439.5,D14_033+035+037,,-44.75,-72.45,75,1
3442,31,D14,18,352.9,2.65001,-73.65,28627.295,D14_043,,-71.45,-76.15,100,1
3443,31,D14,18,352.9,19.75,-77.85,91848.234,D14_042,,-75.05,-80.15,75,1
3444,31,D14,19,353.4,-12.65,34.15,9130183.0,D14_015,D14_02,59.75,1.7500099999999998,75,1
3445,31,D14,19,353.4,90.05,24.35,765993.12,D14_018,,39.95,14.25,75,1
3446,31,D14,19,353.4,6.950010000000001,-69.85,141285.98,D14_043,,-64.95,-74.45,75,1
3447,31,D14,20,353.8,91.55,20.95,550522.38,D14_018,,34.35,8.45,50,1
3448,31,D14,20,353.8,-35.75,27.15,3101911.8,D14_015,D14_02,41.85,13.85,75,1
3449,31,D14,20,353.8,-178.45,34.95,226801.75,D14_019,,41.25,29.25,100,1
3450,31,D14,20,353.8,-26.85,-58.85,1650.7158,D14_044,,-58.15,-59.35,100,1
3451,31,D14,20,353.8,-22.75,-57.65,2720.4099,D14_046,,-56.95,-58.25,75,1
3452,31,D14,21,354.3,-160.45,33.45,166803.61,D14_019,,37.45,29.25,75,1
3453,31,D14,21,354.3,-44.75,26.85,1934626.8,D14_015,D14_02,53.65,2.65,50,1
3454,31,D14,21,354.3,83.95,50.65,391235.53,D14_021,,58.15,43.65,75,1
3455,31,D14,21,354.3,-147.05,-76.75,12899.335,D14_045,,-74.75,-78.25,50,1
3456,31,D14,22,354.8,-38.85,24.85,1630503.2,D14_015,D14_02,44.75,6.7500100000000005,75,1
3457,31,D14,22,354.8,104.65,34.15,273884.41,D14_021,,39.35,29.45,75,1
3458,31,D14,22,354.8,-146.85,-78.35,74128.586,D14_045,,-73.95,-81.55,50,1
3459,31,D14,23,355.3,-60.95,35.05,117740.66,D14_022,,39.15,32.15,100,1
3460,31,D14,23,355.3,-111.85,-69.15,59027.535,D14_047,,-65.65,-73.45,100,1
3461,31,D14,23,355.3,17.95,-52.65,61005.883,D14_048,,-50.85,-54.65,75,1
3462,31,D14,24,355.8,40.25,50.45,650528.56,D14_017,,56.25,44.45,50,1
3463,31,D14,24,355.8,94.55,53.65,100254.24,D14_020,,60.05,46.55,75,1
3464,31,D14,24,355.8,-120.95,-68.05,25891.08,D14_041,,-66.05,-69.85,75,1
3465,31,D14,24,355.8,-91.55,-59.75,139002.02,D14_049,,-56.05,-63.05,50,1
3466,31,D14,25,356.2,113.65,52.05,66275.234,D14_020,,56.65,47.65,50,1
3467,31,D14,25,356.2,-84.85,-61.65,137973.34,D14_049,,-58.95,-63.45,75,1
3468,31,D14,27,357.2,177.55,35.25,362308.62,D14_023,,42.45,25.05,100,1
3469,31,D14,27,357.2,-64.35,35.95,227838.5,D14_025,,40.45,30.95,75,1
3470,31,D14,27,357.2,12.05,-60.75,39163.387,D14_050,,-58.35,-62.45,75,1
3471,31,D14,28,357.6,-160.05,41.25,564986.19,D14_023,,48.75,33.45,75,1
3472,31,D14,28,357.6,103.65,51.75,38733.848,D14_024,,54.95,48.65,75,1
3473,31,D14,29,358.1,-125.75,-73.95,153192.27,D14_051,,-68.35,-77.65,75,1
3474,31,D14,30,358.6,-78.55,-61.45,347001.81,D14_052,,-54.95,-67.35,50,1
3475,31,D14,30,358.6,14.45,-60.25,130608.11,D14_053,,-56.25,-63.85,75,1
3476,31,D14,31,359.0,13.75,52.75,88223.969,D14_025,,55.05,49.85,75,1
3477,31,D14,31,359.0,-97.65,-73.55,95128.156,D14_054,,-68.35,-78.45,75,1
3478,31,D14,32,359.5,48.75,53.15,625744.5,D14_025,,60.25,45.75,75,1
3479,31,D14,32,359.5,-91.15,-71.65,172966.02,D14_054,,-64.95,-78.45,75,1
3480,31,D14,32,359.5,-63.85,-63.05,192207.69,D14_055,,-59.15,-67.85,50,1
3481,31,D14,32,359.5,-119.05,-74.35,134678.47,D14_056,,-69.75,-79.05,50,1
3482,31,D14,33,0.0,97.65,51.05,1595710.1,D14_025,,63.15,38.65,75,1
3483,31,D14,33,0.0,-68.65,-62.55,597532.56,D14_055,,-53.95,-70.55,75,1
3484,31,D14,33,0.0,18.75,-69.15,65320.145,D14_057,,-67.05,-71.75,75,1
3485,32,D15,1,0.5,147.75,53.45,1481217.6,D15_106,,68.15,33.65,75,1
3486,32,D15,1,0.5,20.35,-68.95,52793.598,D14_057,,-65.85,-71.35,75,1
3487,32,D15,1,0.5,-32.75,-57.05,682553.44,D15_107,,-49.75,-63.65,50,1
3488,32,D15,1,0.5,-12.35,56.85,303535.91,D15_001,,64.15,48.25,50,1
3489,32,D15,1,0.5,-104.35,-72.85,471678.16,D15_028,,-65.25,-81.55,75,1
3490,32,D15,2,0.9,-166.85,56.75,1297836.6,D15_106,,74.55,45.55,50,1
3491,32,D15,2,0.9,26.75,48.65,165239.58,D15_001,,52.75,43.65,50,1
3492,32,D15,2,0.9,-32.45,26.95,55254.375,D15_002,,28.55,25.35,50,1
3493,32,D15,2,0.9,43.25,52.55,69535.508,D15_006,,55.05,48.05,50,1
3494,32,D15,2,0.9,-87.25,-66.75,1090328.1,D15_028,,-52.25,-81.15,75,1
3495,32,D15,2,0.9,162.75,-68.35,47894.684,D15_031,,-66.05,-70.15,100,1
3496,32,D15,2,0.9,-8.75,-53.75,530999.62,D15_107,,-48.75,-58.45,50,1
3497,32,D15,3,1.4,104.95,59.55,374598.66,D15_003,,71.85,44.45,75,1
3498,32,D15,3,1.4,-73.25,-65.05,1374147.9,D15_028,,-47.55,-79.45,75,1
3499,32,D15,3,1.4,19.45,-56.75,142593.53,D15_034,,-50.25,-62.85,50,1
3500,32,D15,4,1.9,116.35,53.45,656121.69,D15_003,,60.25,44.05,50,1
3501,32,D15,4,1.9,-38.75,-61.05,1431308.1,D15_028,,-51.05,-71.35,50,1
3502,32,D15,4,1.9,-99.35,-73.75,39541.68,D15_033,,-71.85,-75.95,75,1
3503,32,D15,5,2.3,121.55,45.15,3080724.0,D15_003,,60.05,25.95,75,1
3504,32,D15,5,2.3,-28.85,-58.65,996005.06,D15_028,,-52.25,-65.95,50,1
3505,32,D15,5,2.3,-85.45,-68.75,253688.31,D15_033,,-61.65,-75.75,50,1
3506,32,D15,6,2.8,134.85,45.95,4152369.0,D15_003,,62.25,20.95,50,1
3507,32,D15,6,2.8,-179.95,35.05,102329.32,D15_005,,38.55,30.55,75,1
3508,32,D15,6,2.8,-95.25,-74.55,165535.95,D15_033,,-66.25,-79.65,75,1
3509,32,D15,6,2.8,-18.05,-57.25,708410.19,D15_028,,-51.85,-62.65,50,1
3510,32,D15,7,3.3,115.55,19.15,806772.56,D15_003,,23.55,15.15,50,1
3511,32,D15,7,3.3,35.45,50.35,16297.555,D15_012,,51.45,49.25,75,1
3512,32,D15,7,3.3,-81.35,-72.35,321006.34,D15_033,,-66.65,-79.25,75,1
3513,32,D15,8,3.7,-54.85,51.65,579817.44,D15_011,,61.85,38.45,75,1
3514,32,D15,8,3.7,-83.45,-72.65,185784.98,D15_033,,-68.95,-76.75,50,0
3515,32,D15,8,3.7,29.65,-55.05,125095.73,D15_036,,-51.65,-58.25,75,1
3516,32,D15,8,3.7,11.15,-61.35,55922.715,D15_037,,-58.75,-63.45,100,1
3517,32,D15,9,4.2,174.65,37.65,142953.12,D15_008,,41.85,33.25,100,1
3518,32,D15,9,4.2,-25.85,50.35,383042.25,D15_011,,60.45,40.75,50,0
3519,32,D15,9,4.2,9.15001,56.65,572993.19,D15_013,,65.65,47.55,75,1
3520,32,D15,9,4.2,-68.35,-72.45,53014.555,D15_033,,-69.75,-74.45,50,1
3521,32,D15,9,4.2,-39.25,-69.55,14309.596000000001,D15_035,,-67.95,-70.75,100,1
3522,32,D15,10,4.6,20.45,54.65,555913.94,D15_013,,63.95,40.55,75,1
3523,32,D15,10,4.6,110.35,56.15,1268941.9,D15_014,,63.75,45.05,75,1
3524,32,D15,10,4.6,-63.95,-72.75,150161.52,D15_033,,-62.95,-79.65,50,1
3525,32,D15,11,5.1,122.95,54.35,1728924.1,D15_014,,65.25,37.65,50,1
3526,32,D15,11,5.1,40.45,49.35,378158.0,D15_013,,57.75,43.05,50,0
3527,32,D15,11,5.1,-44.25,-68.25,11383.12,D15_039,,-66.65,-69.25,50,1
3528,32,D15,11,5.1,-91.25,-40.05,12770.588,D15_040,,-38.25,-41.15,50,1
3529,32,D15,11,5.1,-80.05,-64.65,19711.514,D15_041,,-63.35,-66.15,50,1
3530,32,D15,12,5.6,-35.45,-65.15,40584.871,D15_039,,-62.95,-66.95,75,1
3531,32,D15,12,5.6,-90.15,-39.85,24345.146,D15_040,,-38.15,-41.35,50,1
3532,32,D15,12,5.6,93.65,-71.85,16236.863000000001,D15_042,,-70.45,-73.05,75,1
3533,32,D15,14,6.6,-47.35,-67.55,10028.319,D15_044,,-66.45,-68.45,50,0
3534,32,D15,15,6.9,-29.35,47.55,446235.91,D15_007,,57.75,38.45,50,0
3535,32,D15,15,6.9,67.05,57.95,1728640.1,D15_009,,72.05,46.75,50,1
3536,32,D15,15,6.9,-71.35,-75.45,75391.078,D15_045,,-70.65,-78.45,50,0
3537,32,D15,15,6.9,109.95,-65.75,224182.55,D15_047,,-58.95,-70.55,75,1
3538,32,D15,15,6.9,-22.65,-66.45,321548.44,D15_044,,-61.05,-71.15,50,0
3539,32,D15,16,7.4,102.35,57.05,849230.06,D15_009,,64.75,48.45,50,1
3540,32,D15,16,7.4,-55.05,-71.45,183638.88,D15_046,,-64.95,-76.75,50,0
3541,32,D15,16,7.4,-2.75,-57.75,8069.0269,D15_038,,-56.25,-58.85,100,1
3542,32,D15,16,7.4,2.65001,-64.55,22308.221,D15_043,,-63.15,-65.95,75,1
3543,32,D15,16,7.4,115.45,-62.05,34291.066,D15_047,,-60.45,-63.65,75,1
3544,32,D15,16,7.4,167.85,-61.45,23652.951,D15_051,,-59.75,-62.85,75,1
3545,32,D15,16,7.4,-149.75,-71.35,111961.94,D15_052,,-67.25,-75.75,75,1
3546,32,D15,17,7.9,123.95,58.05,150127.41,D15_009,,60.85,54.25,50,1
3547,32,D15,17,7.9,-14.95,37.05,132229.55,D15_010,,39.55,33.85,75,1
3548,32,D15,17,7.9,22.25,-58.55,32310.584,D15_046,,-57.05,-60.15,50,1
3549,32,D15,17,7.9,124.35,-61.75,56232.082,D15_047,,-58.95,-64.65,50,1
3550,32,D15,17,7.9,141.05,-58.25,14480.542,D15_050,,-57.05,-59.25,75,1
3551,32,D15,17,7.9,-110.95,-69.25,140316.78,D15_054,,-65.45,-72.65,75,1
3552,32,D15,17,7.9,-30.15,-71.85,10694.329,D15_059,,-70.05,-73.65,75,1
3553,32,D15,18,8.3,50.65,53.55,383575.81,D15_015,,61.65,43.45,75,1
3554,32,D15,18,8.3,-18.25,45.05,1413274.2,D15_016,,56.45,31.35,75,1
3555,32,D15,18,8.3,-68.25,-64.45,20428.016,D15_055,,-63.35,-65.95,75,1
3556,32,D15,18,8.3,-78.75,-63.65,2899.3484,D15_057,,-62.75,-64.45,100,1
3557,32,D15,18,8.3,-134.65,-57.95,20573.154,D15_058,,-54.95,-60.55,75,1
3558,32,D15,18,8.3,-32.55,-72.35,222381.39,D15_059,,-67.75,-76.95,75,1
3559,32,D15,18,8.3,-0.25,-69.55,9307.3008,D15_060,,-68.55,-70.35,75,1
3560,32,D15,19,8.8,69.75,43.75,324304.62,D15_015,,49.95,38.05,50,1
3561,32,D15,19,8.8,-10.65,48.55,659819.75,D15_016,,60.25,40.35,50,1
3562,32,D15,19,8.8,140.25,61.55,424943.81,D15_017,,72.45,49.65,75,1
3563,32,D15,19,8.8,-128.95,-54.05,25440.814,D15_058,,-52.05,-56.15,50,1
3564,32,D15,19,8.8,-7.75,-69.95,334098.38,D15_059,,-65.45,-73.65,75,1
3565,32,D15,19,8.8,64.75,-69.75,18569.218999999997,D15_048,,-68.15,-71.35,100,1
3566,32,D15,19,8.8,101.85,-66.75,336212.31,D15_053,,-58.95,-72.45,75,1
3567,32,D15,19,8.8,147.75,-65.35,312370.72,D15_056,,-54.75,-74.25,75,1
3568,32,D15,20,9.2,33.55,53.15,693035.0,D15_016,,68.25,44.65,75,1
3569,32,D15,20,9.2,111.15,54.45,1454537.4,D15_015,,67.55,40.75,75,1
3570,32,D15,20,9.2,37.55,-68.55,989555.44,D15_048+059,,-50.65,-76.95,75,0
3571,32,D15,20,9.2,125.25,-66.35,579862.06,D15_053,,-56.85,-75.75,75,1
3572,32,D15,20,9.2,179.75,-63.75,395905.19,D15_056,,-54.95,-72.85,75,1
3573,32,D15,20,9.2,152.65,-59.55,32966.527,D15_061,,-56.45,-62.35,50,1
3574,32,D15,20,9.2,-17.25,-66.45,163071.66,D15_062,,-62.25,-71.15,75,1
3575,32,D15,20,9.2,-96.15,-55.55,32005.487999999998,D15_065,,-53.55,-56.95,75,1
3576,32,D15,21,9.7,77.85,56.05,577653.5,D15_016,,63.55,46.95,75,1
3577,32,D15,21,9.7,130.95,57.35,2361641.0,D15_015,,68.35,44.85,50,0
3578,32,D15,21,9.7,52.85,-69.35,1099715.9,D15_048+059,,-58.15,-77.35,50,0
3579,32,D15,21,9.7,-174.15,-68.35,251139.88,D15_056,,-63.75,-72.35,75,1
3580,32,D15,21,9.7,159.15,-62.45,95458.641,D15_061,,-57.75,-66.35,75,1
3581,32,D15,21,9.7,-132.25,-67.75,382100.0,D15_063,,-56.85,-74.05,75,1
3582,32,D15,21,9.7,-66.15,-71.35,480416.22,D15_064,,-62.75,-78.25,75,0
3583,32,D15,21,9.7,35.15,-60.45,68432.188,D15_049,,-57.55,-62.85,75,1
3584,32,D15,21,9.7,102.75,-65.85,11540.837,D15_068,,-64.55,-66.75,50,1
3585,32,D15,22,10.1,97.05,-70.85,458522.06,D15_048+059,,-62.45,-76.75,50,0
3586,32,D15,22,10.1,-168.55,-63.45,351943.22,D15_056+061,,-54.95,-71.95,75,1
3587,32,D15,22,10.1,-94.75,-66.25,684158.62,D15_063,,-52.75,-76.15,75,1
3588,32,D15,22,10.1,-90.45,-39.85,1452.6132,D15_066,,-39.45,-39.95,50,1
3589,32,D15,22,10.1,-40.45,-65.25,1243190.1,D15_064,,-53.75,-75.15,75,0
3590,32,D15,23,10.6,-128.65,-63.95,427973.5,D15_056+061,,-57.45,-69.45,75,1
3591,32,D15,23,10.6,-87.65,-45.25,133781.61,D15_066,,-40.45,-48.65,50,1
3592,32,D15,23,10.6,-19.85,-69.75,592620.81,D15_064,,-62.05,-76.55,75,1
3593,32,D15,23,10.6,-90.15,-60.25,737829.56,D15_063,,-50.45,-69.65,50,1
3594,32,D15,23,10.6,-93.95,-71.75,40391.996,D15_069,,-69.95,-73.25,75,1
3595,32,D15,23,10.6,4.65001,-58.75,435975.47,D15_070,,-53.95,-62.45,75,1
3596,32,D15,23,10.6,111.75,-61.25,129313.62,D15_071,,-57.45,-64.45,75,1
3597,32,D15,23,10.6,152.85,-65.75,36530.715,D15_072,,-63.95,-67.45,50,1
3598,32,D15,23,10.6,145.35,-60.45,24378.549,D15_073,,-59.15,-61.55,75,1
3599,32,D15,23,10.6,143.75,-55.05,13179.938999999998,D15_075,,-53.95,-56.15,75,1
3600,32,D15,24,11.0,-134.05,60.95,59787.437999999995,D15_018,,63.15,58.25,50,1
3601,32,D15,24,11.0,104.95,54.55,413196.66,D15_019,,66.45,40.15,75,1
3602,32,D15,24,11.0,-60.75,56.95,600011.75,D15_020,,67.05,47.55,50,1
3603,32,D15,24,11.0,-39.75,26.25,188654.48,D15_022,,30.25,22.65,75,1
3604,32,D15,24,11.0,-59.85,23.95,13555.371000000001,D15_021,,25.85,22.55,75,1
3605,32,D15,24,11.0,-175.85,-64.95,153529.8,D15_067,,-59.35,-69.45,75,1
3606,32,D15,24,11.0,22.75,-66.65,1868261.2,D15_064,,-53.75,-76.95,75,1
3607,32,D15,24,11.0,-83.85,-66.35,1603494.8,D15_056+061+063,,-55.05,-76.15,75,1
3608,32,D15,24,11.0,150.85,-55.95,7132.7598,D15_074,,-54.95,-56.55,50,1
3609,32,D15,24,11.0,145.75,-60.95,132207.92,D15_073,,-57.55,-63.65,50,1
3610,32,D15,24,11.0,-13.25,-61.75,28692.424,D15_075,,-59.35,-64.65,75,1
3611,32,D15,24,11.0,-22.35,-60.05,10526.067,D15_076,,-58.75,-61.15,75,1
3612,32,D15,25,11.5,-118.95,62.75,226277.69,D15_018,,65.85,58.05,50,1
3613,32,D15,25,11.5,-61.15,35.35,234655.11,D15_023,,39.95,30.35,100,1
3614,32,D15,25,11.5,33.65,-67.35,1432871.2,D15_064,,-52.25,-76.75,75,1
3615,32,D15,25,11.5,18.35,-59.75,268021.41,D15_075,,-54.95,-64.05,100,1
3616,32,D15,25,11.5,150.85,-59.35,313568.81,D15_073,,-52.75,-67.65,75,1
3617,32,D15,25,11.5,-75.75,-67.65,1461516.1,D15_056+061+063,,-56.45,-76.95,50,1
3618,32,D15,25,11.5,103.45,-60.25,47507.121,D15_078,,-57.95,-61.55,50,1
3619,32,D15,25,11.5,-154.25,-59.15,25671.756,D15_079,,-56.65,-61.15,75,1
3620,32,D15,25,11.5,-36.25,-66.75,94505.469,D15_080,,-62.95,-70.35,75,1
3621,32,D15,26,11.9,-54.55,29.45,398044.0,D15_023,,37.45,22.65,75,1
3622,32,D15,26,11.9,-57.45,57.75,1530476.9,D15_018,,64.95,47.55,75,1
3623,32,D15,26,11.9,41.55,-63.55,2078396.8,D15_075,,-48.75,-75.15,50,1
3624,32,D15,26,11.9,135.05,-64.25,421218.12,D15_077,,-55.65,-70.35,75,1
3625,32,D15,26,11.9,-37.35,-68.65,135656.61,D15_080,,-65.65,-72.15,75,1
3626,32,D15,26,11.9,-113.15,-54.75,216817.44,D15_082,,-50.85,-58.85,75,1
3627,32,D15,26,11.9,-85.15,-66.75,345414.44,D15_083,,-62.45,-70.75,75,1
3628,32,D15,26,11.9,-12.05,-62.45,63293.824,D15_084,,-60.05,-64.85,75,1
3629,32,D15,26,11.9,-172.15,-66.45,411485.97,D15_081,,-57.45,-74.45,50,0
3630,32,D15,27,12.4,-42.95,24.65,497004.69,D15_023,,31.05,18.45,50,1
3631,32,D15,27,12.4,-16.35,56.15,1857818.6,D15_018,,67.55,40.75,50,1
3632,32,D15,27,12.4,-53.55,47.35,399173.56,D15_024,,57.05,35.55,75,1
3633,32,D15,27,12.4,70.65,62.15,198663.52,D15_025,,67.55,56.15,50,1
3634,32,D15,27,12.4,58.15,-62.15,1751275.0,D15_075,,-49.15,-75.35,50,1
3635,32,D15,27,12.4,-35.15,-68.35,180791.67,D15_080,,-64.95,-72.15,75,1
3636,32,D15,27,12.4,-68.25,-64.85,130018.4,D15_083,,-62.05,-68.05,50,1
3637,32,D15,27,12.4,9.55,-66.85,233388.69,D15_084,,-63.35,-70.75,75,1
3638,32,D15,27,12.4,-58.85,-57.65,78147.219,D15_086,,-54.75,-60.95,75,1
3639,32,D15,27,12.4,-118.25,-64.75,14266.581,D15_088,,-63.35,-65.95,100,1
3640,32,D15,27,12.4,-72.05,-49.95,127527.09,D15_089,,-44.95,-54.95,75,1
3641,32,D15,28,12.8,23.55,58.15,888763.44,D15_018,,65.85,49.65,75,1
3642,32,D15,28,12.8,99.65,54.75,762695.12,D15_025,,66.25,45.55,50,1
3643,32,D15,28,12.8,26.35,-70.15,312859.28,D15_084,,-64.35,-74.05,75,0
3644,32,D15,28,12.8,-28.55,-68.25,84882.664,D15_080,,-62.95,-73.45,50,1
3645,32,D15,28,12.8,-116.85,-64.55,57186.254,D15_088,,-60.25,-67.85,75,1
3646,32,D15,28,12.8,132.75,-57.25,107387.06,D15_094,,-53.15,-61.35,50,1
3647,32,D15,29,13.3,40.55,57.55,1675370.6,D15_018,,72.75,46.35,75,1
3648,32,D15,29,13.3,-133.85,-60.75,244014.59,D15_085,,-55.85,-65.95,75,1
3649,32,D15,29,13.3,58.25,-66.15,272989.38,D15_084,,-59.15,-73.85,75,1
3650,32,D15,29,13.3,34.35,-61.95,23313.053,D15_087,,-60.05,-63.65,75,1
3651,32,D15,29,13.3,-37.85,-70.15,22488.152000000002,D15_091,,-68.75,-71.55,50,0
3652,32,D15,29,13.3,108.35,-69.95,57194.754,D15_093,,-68.35,-71.35,50,0
3653,32,D15,29,13.3,160.25,-69.95,289598.78,D15_095,,-66.65,-74.05,50,0
3654,32,D15,29,13.3,16.35,-70.05,194114.05,D15_080,,-65.25,-73.05,50,0
3655,32,D15,29,13.3,-116.35,-65.85,60333.945,D15_090,,-62.25,-68.85,75,1
3656,32,D15,30,13.7,63.75,54.75,420316.16,D15_018,,67.05,40.75,75,1
3657,32,D15,30,13.7,118.15,54.75,353237.56,D15_029,,66.65,44.45,50,1
3658,32,D15,30,13.7,-94.45,-60.65,700387.31,D15_085,,-51.85,-70.75,75,1
3659,32,D15,30,13.7,27.55,-44.65,15165.008,D15_092,,-42.95,-46.95,100,1
3660,32,D15,30,13.7,-162.05,-63.55,87437.57,D15_096,,-59.75,-66.55,75,1
3661,32,D15,31,14.2,28.95,57.65,423971.59,D15_026,,64.35,48.25,75,1
3662,32,D15,31,14.2,128.65,51.55,436933.88,D15_029,,60.45,43.45,50,1
3663,32,D15,31,14.2,-42.05,-57.45,255625.22,D15_085,,-52.75,-62.15,75,1
3664,32,D15,31,14.2,-171.85,-65.75,29099.867000000002,D15_097,,-63.95,-67.15,75,1
3665,32,D15,32,14.6,-48.25,60.95,172464.77,D15_027,,67.25,55.35,75,1
3666,32,D15,32,14.6,87.65,64.35,1195127.9,D15_026,,73.95,53.05,75,1
3667,32,D15,32,14.6,-165.45,60.15,73339.039,D15_030,,63.75,56.95,75,1
3668,32,D15,32,14.6,-10.45,-62.75,267073.59,D15_085,,-55.65,-69.05,75,1
3669,32,D15,32,14.6,-37.75,-63.35,32117.272999999997,D15_099,,-61.85,-64.85,75,1
3670,32,D15,32,14.6,-72.65,-65.95,40583.824,D15_098,,-63.75,-68.05,75,1
3671,32,D15,32,14.6,-75.05,-43.85,23851.52,D15_100,,-42.45,-44.95,75,1
3672,32,D15,32,14.6,-128.55,-65.95,43488.734000000004,D15_101,,-62.95,-67.85,75,1
3673,32,D15,32,14.6,18.05,-59.85,167518.84,D15_102,,-55.85,-65.15,50,1
3674,32,D15,33,15.1,109.55,59.35,628668.56,D15_026,,69.75,44.05,50,1
3675,32,D15,33,15.1,-9.45,57.45,757224.12,D15_027,,72.95,41.95,50,1
3676,32,D15,33,15.1,174.95,56.85,181616.55,D15_032,,63.35,50.35,75,1
3677,32,D15,33,15.1,13.15,-59.25,436221.16,D15_085,,-51.25,-65.95,50,1
3678,32,D15,33,15.1,-67.75,-63.55,119668.66,D15_098,,-59.15,-67.35,100,1
3679,32,D15,33,15.1,-94.75,-63.15,53877.758,D15_103,,-60.65,-64.65,100,1
3680,32,D15,33,15.1,42.65,-49.85,42247.812000000005,D15_104,,-46.25,-52.45,50,1
3681,32,D15,33,15.1,172.85,-60.55,42371.515999999996,D15_105,,-58.55,-61.95,75,1
3682,32,D16,1,15.6,109.55,56.35,561441.69,D16_001,D16_01,64.15,47.55,75,1
3683,32,D16,2,16.1,114.35,44.25,1831417.4,D16_001,D16_01,62.55,28.05,75,1
3684,32,D16,2,16.1,63.25,64.65,257057.34,D16_002,D16_01,69.15,57.65,75,1
3685,32,D16,2,16.1,-25.35,55.45,1344554.6,D16_003,D16_01,65.25,40.05,50,1
3686,32,D16,2,16.1,-18.55,-64.05,81795.75,D16_022,,-61.45,-67.15,100,1
3687,32,D16,2,16.1,-41.25,-67.15,45071.0,D16_023,,-64.95,-69.05,75,1
3688,32,D16,2,16.1,-29.05,-60.25,83080.617,D16_024,,-56.65,-63.45,75,1
3689,32,D16,2,16.1,164.25,-69.05,47182.496,D16_028,,-67.05,-70.95,50,1
3690,32,D16,3,16.5,132.35,41.75,2971714.0,D16_001,D16_01,64.75,19.65,75,1
3691,32,D16,3,16.5,107.85,64.85,380291.84,D16_002,D16_01,72.95,56.95,75,1
3692,32,D16,3,16.5,19.85,57.25,595053.81,D16_003,D16_01,66.85,45.75,75,1
3693,32,D16,3,16.5,-44.55,51.05,820512.88,D16_005,,62.75,34.65,50,1
3694,32,D16,3,16.5,-19.35,-62.45,152535.5,D16_023+024,,-58.35,-66.95,50,1
3695,32,D16,3,16.5,12.65,-61.25,79663.945,D16_022,,-56.85,-64.65,50,1
3696,32,D16,3,16.5,167.75,-46.05,95872.67199999999,D16_026,,-41.25,-51.75,75,1
3697,32,D16,3,16.5,-166.65,-62.65,288503.66,D16_027,,-56.65,-68.05,75,1
3698,32,D16,3,16.5,-76.45,-61.95,19655.955,D16_029,,-60.45,-63.45,50,1
3699,32,D16,4,16.9,163.35,50.45,2573166.2,D16_001,D16_01,67.55,17.65,50,1
3700,32,D16,4,16.9,111.65,54.25,1078144.8,D16_002,D16_01,63.75,39.45,50,1
3701,32,D16,4,16.9,64.55,57.85,541637.06,D16_003,D16_01,65.25,48.65,75,1
3702,32,D16,4,16.9,30.75,58.45,221949.91,D16_004,D16_01,62.75,53.65,75,1
3703,32,D16,4,16.9,-136.65,-61.15,303860.38,D16_027,,-56.05,-65.75,75,1
3704,32,D16,4,16.9,-119.35,-67.85,1087453.2,D16_030,,-61.25,-72.85,50,0
3705,32,D16,4,16.9,66.55,-61.65,26715.549,D16_031,,-60.05,-63.05,100,1
3706,32,D16,4,16.9,134.85,-66.05,366827.31,D16_032,,-60.45,-70.75,75,0
3707,32,D16,5,17.4,149.95,58.45,425849.53,D16_001b,D16_01,64.95,51.15,50,1
3708,32,D16,5,17.4,146.45,40.05,857863.56,D16_001,D16_01,64.75,18.25,50,1
3709,32,D16,5,17.4,90.55,57.85,1687274.0,D16_003+004,D16_01,68.35,45.15,75,1
3710,32,D16,5,17.4,-36.75,48.65,621572.94,D16_006,,59.55,37.15,50,1
3711,32,D16,5,17.4,-85.95,-60.25,612723.88,D16_027,,-55.05,-64.65,75,1
3712,32,D16,5,17.4,-95.55,-67.75,950611.75,D16_031,,-57.95,-73.85,50,0
3713,32,D16,5,17.4,-5.84999,-58.75,151104.67,D16_034,,-55.85,-63.65,75,1
3714,32,D16,5,17.4,104.25,-63.45,154928.28,D16_035,,-59.35,-68.25,75,1
3715,32,D16,5,17.4,-43.25,-42.55,33650.066,D16_036,,-40.05,-43.85,75,1
3716,32,D16,6,17.8,-1.75,61.65,302354.09,D16_006,,69.75,53.65,75,1
3717,32,D16,6,17.8,14.65,-61.85,370140.62,D16_034,,-56.45,-67.15,75,1
3718,32,D16,6,17.8,-42.95,-35.75,395047.16,D16_036,,-30.65,-41.95,75,1
3719,32,D16,6,17.8,-68.85,-57.45,641103.19,D16_027,,-47.45,-64.25,50,1
3720,32,D16,6,17.8,-177.25,-66.05,99803.95300000001,D16_038,,-61.85,-69.95,50,0
3721,32,D16,7,18.3,48.55,64.45,869529.19,D16_006,,77.05,55.15,50,1
3722,32,D16,7,18.3,-50.85,59.55,543933.38,D16_007,,72.25,52.55,75,1
3723,32,D16,7,18.3,-44.55,-28.65,676657.94,D16_036,,-19.35,-38.45,50,1
3724,32,D16,7,18.3,68.55,-60.75,39240.238,D16_025,,-58.75,-63.25,75,1
